Year|Month|DOMESTIC|INTERNATIONAL|TOTAL|airport|direction
2002|10|18939|497.0|19436|DEN|Origin
2002|11|17683|469.0|18152|DEN|Origin
2002|12|19168|510.0|19678|DEN|Origin
2002|TOTAL|190251|5090.0|195341|DEN|Origin
2003|1|19163|531.0|19694|DEN|Origin
2003|2|16948|502.0|17450|DEN|Origin
2003|3|17813|529.0|18342|DEN|Origin
2003|4|17312|511.0|17823|DEN|Origin
2003|5|17876|546.0|18422|DEN|Origin
2003|6|18866|547.0|19413|DEN|Origin
2003|7|19907|582.0|20489|DEN|Origin
2003|8|19946|608.0|20554|DEN|Origin
2003|9|18745|563.0|19308|DEN|Origin
2003|10|19358|537.0|19895|DEN|Origin
2003|11|18475|482.0|18957|DEN|Origin
2003|12|20086|548.0|20634|DEN|Origin
2003|TOTAL|224495|6486.0|230981|DEN|Origin
2004|1|20256|561.0|20817|DEN|Origin
2004|2|19489|534.0|20023|DEN|Origin
2004|3|21862|596.0|22458|DEN|Origin
2004|4|20889|558.0|21447|DEN|Origin
2004|5|21546|603.0|22149|DEN|Origin
2004|6|22032|566.0|22598|DEN|Origin
2004|7|23002|582.0|23584|DEN|Origin
2004|8|22980|578.0|23558|DEN|Origin
2004|9|20845|498.0|21343|DEN|Origin
2004|10|20788|533.0|21321|DEN|Origin
2004|11|19399|533.0|19932|DEN|Origin
2004|12|20956|623.0|21579|DEN|Origin
2004|TOTAL|254044|6765.0|260809|DEN|Origin
2005|1|20242|648.0|20890|DEN|Origin
2005|2|18791|580.0|19371|DEN|Origin
2005|3|21553|661.0|22214|DEN|Origin
2005|4|19719|648.0|20367|DEN|Origin
2005|5|21570|698.0|22268|DEN|Origin
2005|6|22204|689.0|22893|DEN|Origin
2005|7|23349|661.0|24010|DEN|Origin
2005|8|23350|638.0|23988|DEN|Origin
2005|9|21250|522.0|21772|DEN|Origin
2005|10|21136|574.0|21710|DEN|Origin
2005|11|19832|530.0|20362|DEN|Origin
2005|12|21103|672.0|21775|DEN|Origin
2005|TOTAL|254099|7521.0|261620|DEN|Origin
2006|1|21711|738.0|22449|DEN|Origin
2006|2|20027|673.0|20700|DEN|Origin
2006|3|22762|809.0|23571|DEN|Origin
2006|4|21479|760.0|22239|DEN|Origin
2006|5|23367|749.0|24116|DEN|Origin
2006|6|23546|818.0|24364|DEN|Origin
2006|7|24605|845.0|25450|DEN|Origin
2006|8|25167|790.0|25957|DEN|Origin
2006|9|22798|766.0|23564|DEN|Origin
2006|10|23229|796.0|24025|DEN|Origin
2006|11|21759|814.0|22573|DEN|Origin
2006|12|20658|891.0|21549|DEN|Origin
2006|TOTAL|271108|9449.0|280557|DEN|Origin
2007|1|22979|958.0|23937|DEN|Origin
2007|2|20746|876.0|21622|DEN|Origin
2007|3|24144|1046.0|25190|DEN|Origin
2007|4|22761|988.0|23749|DEN|Origin
2007|5|23680|1036.0|24716|DEN|Origin
2007|6|23613|1020.0|24633|DEN|Origin
2007|7|25104|964.0|26068|DEN|Origin
2007|8|25134|958.0|26092|DEN|Origin
2007|9|22946|857.0|23803|DEN|Origin
2007|10|23778|941.0|24719|DEN|Origin
2007|11|22659|964.0|23623|DEN|Origin
2007|12|23021|1106.0|24127|DEN|Origin
2007|TOTAL|280565|11714.0|292279|DEN|Origin
2008|1|23175|992.0|24167|DEN|Origin
2008|2|22372|894.0|23266|DEN|Origin
2008|3|23883|1014.0|24897|DEN|Origin
2008|4|23501|978.0|24479|DEN|Origin
2008|5|24730|975.0|25705|DEN|Origin
2008|6|25004|978.0|25982|DEN|Origin
2008|7|25866|932.0|26798|DEN|Origin
2008|8|25444|936.0|26380|DEN|Origin
2008|9|22436|881.0|23317|DEN|Origin
2008|10|23032|866.0|23898|DEN|Origin
2008|11|21712|860.0|22572|DEN|Origin
2008|12|22965|986.0|23951|DEN|Origin
2008|TOTAL|284120|11292.0|295412|DEN|Origin
2009|1|22812|1008.0|23820|DEN|Origin
2009|2|21165|951.0|22116|DEN|Origin
2009|3|23905|1058.0|24963|DEN|Origin
2009|4|22293|1017.0|23310|DEN|Origin
2009|5|23269|863.0|24132|DEN|Origin
2009|6|24609|898.0|25507|DEN|Origin
2009|7|25542|1025.0|26567|DEN|Origin
2009|8|25328|1023.0|26351|DEN|Origin
2009|9|22643|871.0|23514|DEN|Origin
2009|10|22816|895.0|23711|DEN|Origin
2009|11|22021|864.0|22885|DEN|Origin
2009|12|23339|995.0|24334|DEN|Origin
2009|TOTAL|279742|11468.0|291210|DEN|Origin
2010|1|23220|1023.0|24243|DEN|Origin
2010|2|21482|1005.0|22487|DEN|Origin
2010|3|24296|1170.0|25466|DEN|Origin
2010|4|23248|1096.0|24344|DEN|Origin
2010|5|24086|1031.0|25117|DEN|Origin
2010|6|24963|980.0|25943|DEN|Origin
2010|7|26184|1009.0|27193|DEN|Origin
2010|8|26281|973.0|27254|DEN|Origin
2010|9|24380|863.0|25243|DEN|Origin
2010|10|24773|908.0|25681|DEN|Origin
2010|11|23227|798.0|24025|DEN|Origin
2010|12|24271|950.0|25221|DEN|Origin
2010|TOTAL|290411|11806.0|302217|DEN|Origin
2011|1|23118|1007.0|24125|DEN|Origin
2011|2|21641|932.0|22573|DEN|Origin
2011|3|25319|1065.0|26384|DEN|Origin
2011|4|23699|1035.0|24734|DEN|Origin
2011|5|24677|931.0|25608|DEN|Origin
2011|6|25834|880.0|26714|DEN|Origin
2011|7|26345|892.0|27237|DEN|Origin
2011|8|26850|893.0|27743|DEN|Origin
2011|9|23744|793.0|24537|DEN|Origin
2011|10|23628|819.0|24447|DEN|Origin
2011|11|22191|769.0|22960|DEN|Origin
2011|12|23606|875.0|24481|DEN|Origin
2011|TOTAL|290652|10891.0|301543|DEN|Origin
2012|1|22701|895.0|23596|DEN|Origin
2012|2|21323|862.0|22185|DEN|Origin
2012|3|24178|989.0|25167|DEN|Origin
2012|4|22541|919.0|23460|DEN|Origin
2012|5|23623|904.0|24527|DEN|Origin
2012|6|24841|865.0|25706|DEN|Origin
2012|7|26174|886.0|27060|DEN|Origin
2012|8|26031|858.0|26889|DEN|Origin
2012|9|23201|772.0|23973|DEN|Origin
2012|10|23710|782.0|24492|DEN|Origin
2012|11|22338|751.0|23089|DEN|Origin
2012|12|23202|919.0|24121|DEN|Origin
2012|TOTAL|283863|10402.0|294265|DEN|Origin
2013|1|21840|930.0|22770|DEN|Origin
2013|2|19607|843.0|20450|DEN|Origin
2013|3|22737|1018.0|23755|DEN|Origin
2013|4|21543|924.0|22467|DEN|Origin
2013|5|22790|908.0|23698|DEN|Origin
2013|6|23085|947.0|24032|DEN|Origin
2013|7|24345|1015.0|25360|DEN|Origin
2013|8|23782|956.0|24738|DEN|Origin
2013|9|22359|858.0|23217|DEN|Origin
2013|10|22735|864.0|23599|DEN|Origin
2013|11|20923|841.0|21764|DEN|Origin
2013|12|21903|993.0|22896|DEN|Origin
2013|TOTAL|267649|11097.0|278746|DEN|Origin
2014|1|20082|1048.0|21130|DEN|Origin
2014|2|18545|987.0|19532|DEN|Origin
2014|3|21712|1168.0|22880|DEN|Origin
2014|4|20125|1037.0|21162|DEN|Origin
2014|5|21776|1016.0|22792|DEN|Origin
2014|6|22632|999.0|23631|DEN|Origin
2014|7|23919|979.0|24898|DEN|Origin
2014|8|23399|931.0|24330|DEN|Origin
2014|9|22103|834.0|22937|DEN|Origin
2014|10|22557|861.0|23418|DEN|Origin
2014|11|20008|853.0|20861|DEN|Origin
2014|12|20945|989.0|21934|DEN|Origin
2014|TOTAL|257803|11702.0|269505|DEN|Origin
2015|1|19441|984.0|20425|DEN|Origin
2015|2|17609|905.0|18514|DEN|Origin
2015|3|21473|933.0|22406|DEN|Origin
2015|4|20070|840.0|20910|DEN|Origin
2015|5|20731|792.0|21523|DEN|Origin
2015|6|21261|763.0|22024|DEN|Origin
2015|7|22157|779.0|22936|DEN|Origin
2015|8|22102|758.0|22860|DEN|Origin
2015|9|20453|649.0|21102|DEN|Origin
2015|10|21385|711.0|22096|DEN|Origin
2015|11|19998|781.0|20779|DEN|Origin
2015|12|20698|802.0|21500|DEN|Origin
2015|TOTAL|247378|9697.0|257075|DEN|Origin
2016|1|20270|887.0|21157|DEN|Origin
2016|2|18951|795.0|19746|DEN|Origin
2016|3|21224|884.0|22108|DEN|Origin
2016|4|20053|729.0|20782|DEN|Origin
2016|5|21602|777.0|22379|DEN|Origin
2016|6|22139|821.0|22960|DEN|Origin
2016|7|23694|900.0|24594|DEN|Origin
2016|8|23838|766.0|24604|DEN|Origin
2016|9|22313|696.0|23009|DEN|Origin
2016|10|22800|728.0|23528|DEN|Origin
2016|11|20810|729.0|21539|DEN|Origin
2016|12|21413|858.0|22271|DEN|Origin
2016|TOTAL|259107|9570.0|268677|DEN|Origin
2017|1|20666|842.0|21508|DEN|Origin
2017|2|18965|768.0|19733|DEN|Origin
2017|3|22553|935.0|23488|DEN|Origin
2017|4|21106|851.0|21957|DEN|Origin
2017|5|22556|877.0|23433|DEN|Origin
2017|6|23229|956.0|24185|DEN|Origin
2017|7|24158|973.0|25131|DEN|Origin
2017|8|24316|929.0|25245|DEN|Origin
2017|9|21631|795.0|22426|DEN|Origin
2017|10|22109|795.0|22904|DEN|Origin
2017|11|20543|897.0|21440|DEN|Origin
2017|12|21078|1045.0|22123|DEN|Origin
2017|TOTAL|262910|10663.0|273573|DEN|Origin
2018|1|20983|1006.0|21989|DEN|Origin
2018|2|18857|878.0|19735|DEN|Origin
2018|3|22034|1080.0|23114|DEN|Origin
2018|4|21759|987.0|22746|DEN|Origin
2018|5|22816|991.0|23807|DEN|Origin
2018|6|24085|1129.0|25214|DEN|Origin
2018|7|24848|1125.0|25973|DEN|Origin
2018|8|24878|1073.0|25951|DEN|Origin
2018|9|22858|936.0|23794|DEN|Origin
2018|10|23912|871.0|24783|DEN|Origin
2018|11|22035|899.0|22934|DEN|Origin
2018|12|22320|1010.0|23330|DEN|Origin
2018|TOTAL|271385|11985.0|283370|DEN|Origin
2019|1|21874|1036.0|22910|DEN|Origin
2019|2|19752|884.0|20636|DEN|Origin
2019|3|22594|1036.0|23630|DEN|Origin
2019|4|22472|1042.0|23514|DEN|Origin
2019|5|24453|1054.0|25507|DEN|Origin
2019|6|25441|1114.0|26555|DEN|Origin
2019|7|27019|1161.0|28180|DEN|Origin
2019|8|26725|1088.0|27813|DEN|Origin
2019|9|25280|859.0|26139|DEN|Origin
2019|10|25645|910.0|26555|DEN|Origin
2019|11|23043|915.0|23958|DEN|Origin
2019|12|24321|1048.0|25369|DEN|Origin
2019|TOTAL|288619|12147.0|300766|DEN|Origin
2020|1|23249|1061.0|24310|DEN|Origin
2020|2|21779|1011.0|22790|DEN|Origin
2020|3|20557|836.0|21393|DEN|Origin
2020|4|8243|1.0|8244|DEN|Origin
2020|5|8703||8703|DEN|Origin
2020|6|11171|5.0|11176|DEN|Origin
2020|7|15824|115.0|15939|DEN|Origin
2020|8|18670|170.0|18840|DEN|Origin
2020|9|16362|171.0|16533|DEN|Origin
2020|10|18352|223.0|18575|DEN|Origin
2020|11|18306|379.0|18685|DEN|Origin
2020|12|18426|464.0|18890|DEN|Origin
2020|TOTAL|199642|4436.0|204078|DEN|Origin
2021|1|17479|507.0|17986|DEN|Origin
2021|2|15648|389.0|16037|DEN|Origin
2021|3|19332|484.0|19816|DEN|Origin
2021|4|20513|527.0|21040|DEN|Origin
2021|5|22244|602.0|22846|DEN|Origin
2021|6|24502|698.0|25200|DEN|Origin
2021|7|26340|806.0|27146|DEN|Origin
2021|8|26629|828.0|27457|DEN|Origin
2021|9|25221|695.0|25916|DEN|Origin
2021|10|24184|747.0|24931|DEN|Origin
2021|11|22979|837.0|23816|DEN|Origin
2021|12|22570|933.0|23503|DEN|Origin
2021|TOTAL|267641|8053.0|275694|DEN|Origin
2022|1|20508|926.0|21434|DEN|Origin
2022|2|19899|806.0|20705|DEN|Origin
2022|3|22384|967.0|23351|DEN|Origin
2022|4|21708|960.0|22668|DEN|Origin
2022|5|23210|937.0|24147|DEN|Origin
2022|6|24190|1106.0|25296|DEN|Origin
2022|7|25049|1169.0|26218|DEN|Origin
2022|8|25111|1124.0|26235|DEN|Origin
2022|9|24670|957.0|25627|DEN|Origin
2022|10|25068|926.0|25994|DEN|Origin
2022|11|23388|939.0|24327|DEN|Origin
2022|12|22510|1076.0|23586|DEN|Origin
2022|TOTAL|277695|11893.0|289588|DEN|Origin
2023|1|22878|1047.0|23925|DEN|Origin
2023|2|21366|909.0|22275|DEN|Origin
2023|3|24837|1161.0|25998|DEN|Origin
2023|4|23810|1181.0|24991|DEN|Origin
2023|5|25171|1110.0|26281|DEN|Origin
2023|TOTAL|118062|5408.0|123470|DEN|Origin
2002|10|18973|467.0|19440|DEN|Destination
2002|11|17661|441.0|18102|DEN|Destination
2002|12|19194|470.0|19664|DEN|Destination
2002|TOTAL|190058|4957.0|195015|DEN|Destination
2003|1|19168|504.0|19672|DEN|Destination
2003|2|16988|472.0|17460|DEN|Destination
2003|3|17826|496.0|18322|DEN|Destination
2003|4|17310|505.0|17815|DEN|Destination
2003|5|17782|542.0|18324|DEN|Destination
2003|6|18464|545.0|19009|DEN|Destination
2003|7|19929|578.0|20507|DEN|Destination
2003|8|19951|609.0|20560|DEN|Destination
2003|9|18741|562.0|19303|DEN|Destination
2003|10|19376|541.0|19917|DEN|Destination
2003|11|18428|481.0|18909|DEN|Destination
2003|12|20101|545.0|20646|DEN|Destination
2003|TOTAL|224064|6380.0|230444|DEN|Destination
2004|1|20231|559.0|20790|DEN|Destination
2004|2|19450|532.0|19982|DEN|Destination
2004|3|21823|598.0|22421|DEN|Destination
2004|4|20880|554.0|21434|DEN|Destination
2004|5|21516|596.0|22112|DEN|Destination
2004|6|22003|567.0|22570|DEN|Destination
2004|7|22988|579.0|23567|DEN|Destination
2004|8|22948|573.0|23521|DEN|Destination
2004|9|20843|475.0|21318|DEN|Destination
2004|10|20799|506.0|21305|DEN|Destination
2004|11|19376|529.0|19905|DEN|Destination
2004|12|20958|622.0|21580|DEN|Destination
2004|TOTAL|253815|6690.0|260505|DEN|Destination
2005|1|20199|651.0|20850|DEN|Destination
2005|2|18805|584.0|19389|DEN|Destination
2005|3|21559|658.0|22217|DEN|Destination
2005|4|19723|645.0|20368|DEN|Destination
2005|5|21579|694.0|22273|DEN|Destination
2005|6|22217|685.0|22902|DEN|Destination
2005|7|23377|655.0|24032|DEN|Destination
2005|8|23318|639.0|23957|DEN|Destination
2005|9|21190|496.0|21686|DEN|Destination
2005|10|21141|549.0|21690|DEN|Destination
2005|11|19814|521.0|20335|DEN|Destination
2005|12|21099|662.0|21761|DEN|Destination
2005|TOTAL|254021|7439.0|261460|DEN|Destination
2006|1|21655|737.0|22392|DEN|Destination
2006|2|20016|669.0|20685|DEN|Destination
2006|3|22727|809.0|23536|DEN|Destination
2006|4|21489|757.0|22246|DEN|Destination
2006|5|23362|750.0|24112|DEN|Destination
2006|6|23512|833.0|24345|DEN|Destination
2006|7|24559|879.0|25438|DEN|Destination
2006|8|25123|819.0|25942|DEN|Destination
2006|9|22754|769.0|23523|DEN|Destination
2006|10|23234|765.0|23999|DEN|Destination
2006|11|21763|816.0|22579|DEN|Destination
2006|12|20666|887.0|21553|DEN|Destination
2006|TOTAL|270860|9490.0|280350|DEN|Destination
2007|1|22949|960.0|23909|DEN|Destination
2007|2|20727|860.0|21587|DEN|Destination
2007|3|24168|1047.0|25215|DEN|Destination
2007|4|22779|989.0|23768|DEN|Destination
2007|5|23678|1029.0|24707|DEN|Destination
2007|6|23592|1042.0|24634|DEN|Destination
2007|7|25066|991.0|26057|DEN|Destination
2007|8|25078|983.0|26061|DEN|Destination
2007|9|22908|889.0|23797|DEN|Destination
2007|10|23737|963.0|24700|DEN|Destination
2007|11|22643|964.0|23607|DEN|Destination
2007|12|22979|1104.0|24083|DEN|Destination
2007|TOTAL|280304|11821.0|292125|DEN|Destination
2008|1|23094|990.0|24084|DEN|Destination
2008|2|22316|889.0|23205|DEN|Destination
2008|3|23863|1008.0|24871|DEN|Destination
2008|4|23477|973.0|24450|DEN|Destination
2008|5|24688|973.0|25661|DEN|Destination
2008|6|24972|1002.0|25974|DEN|Destination
2008|7|25799|948.0|26747|DEN|Destination
2008|8|25372|955.0|26327|DEN|Destination
2008|9|22403|877.0|23280|DEN|Destination
2008|10|23006|866.0|23872|DEN|Destination
2008|11|21661|857.0|22518|DEN|Destination
2008|12|22904|980.0|23884|DEN|Destination
2008|TOTAL|283555|11318.0|294873|DEN|Destination
2009|1|22742|1005.0|23747|DEN|Destination
2009|2|21128|947.0|22075|DEN|Destination
2009|3|23847|1048.0|24895|DEN|Destination
2009|4|22255|1018.0|23273|DEN|Destination
2009|5|23227|865.0|24092|DEN|Destination
2009|6|24582|885.0|25467|DEN|Destination
2009|7|25492|1017.0|26509|DEN|Destination
2009|8|25303|1020.0|26323|DEN|Destination
2009|9|22599|857.0|23456|DEN|Destination
2009|10|22757|888.0|23645|DEN|Destination
2009|11|21986|863.0|22849|DEN|Destination
2009|12|23288|992.0|24280|DEN|Destination
2009|TOTAL|279206|11405.0|290611|DEN|Destination
2010|1|23195|1022.0|24217|DEN|Destination
2010|2|21429|1007.0|22436|DEN|Destination
2010|3|24261|1167.0|25428|DEN|Destination
2010|4|23269|1085.0|24354|DEN|Destination
2010|5|24040|1026.0|25066|DEN|Destination
2010|6|24925|970.0|25895|DEN|Destination
2010|7|26158|995.0|27153|DEN|Destination
2010|8|26234|965.0|27199|DEN|Destination
2010|9|24334|855.0|25189|DEN|Destination
2010|10|24731|901.0|25632|DEN|Destination
2010|11|23185|796.0|23981|DEN|Destination
2010|12|24235|944.0|25179|DEN|Destination
2010|TOTAL|289996|11733.0|301729|DEN|Destination
2011|1|23116|997.0|24113|DEN|Destination
2011|2|21585|927.0|22512|DEN|Destination
2011|3|25292|1061.0|26353|DEN|Destination
2011|4|23664|1026.0|24690|DEN|Destination
2011|5|24623|928.0|25551|DEN|Destination
2011|6|25832|874.0|26706|DEN|Destination
2011|7|26351|880.0|27231|DEN|Destination
2011|8|26823|892.0|27715|DEN|Destination
2011|9|23730|792.0|24522|DEN|Destination
2011|10|23597|817.0|24414|DEN|Destination
2011|11|22179|768.0|22947|DEN|Destination
2011|12|23584|872.0|24456|DEN|Destination
2011|TOTAL|290376|10834.0|301210|DEN|Destination
2012|1|22678|894.0|23572|DEN|Destination
2012|2|21309|856.0|22165|DEN|Destination
2012|3|24180|982.0|25162|DEN|Destination
2012|4|22532|920.0|23452|DEN|Destination
2012|5|23578|902.0|24480|DEN|Destination
2012|6|24818|859.0|25677|DEN|Destination
2012|7|26147|884.0|27031|DEN|Destination
2012|8|25995|857.0|26852|DEN|Destination
2012|9|23172|763.0|23935|DEN|Destination
2012|10|23695|773.0|24468|DEN|Destination
2012|11|22335|753.0|23088|DEN|Destination
2012|12|23187|929.0|24116|DEN|Destination
2012|TOTAL|283626|10372.0|293998|DEN|Destination
2013|1|21792|937.0|22729|DEN|Destination
2013|2|19588|841.0|20429|DEN|Destination
2013|3|22729|1023.0|23752|DEN|Destination
2013|4|21522|928.0|22450|DEN|Destination
2013|5|22775|899.0|23674|DEN|Destination
2013|6|23044|945.0|23989|DEN|Destination
2013|7|24310|1007.0|25317|DEN|Destination
2013|8|23778|958.0|24736|DEN|Destination
2013|9|22339|843.0|23182|DEN|Destination
2013|10|22722|864.0|23586|DEN|Destination
2013|11|20905|834.0|21739|DEN|Destination
2013|12|21933|985.0|22918|DEN|Destination
2013|TOTAL|267437|11064.0|278501|DEN|Destination
2014|1|20039|1052.0|21091|DEN|Destination
2014|2|18522|982.0|19504|DEN|Destination
2014|3|21608|1165.0|22773|DEN|Destination
2014|4|20036|1034.0|21070|DEN|Destination
2014|5|21660|1010.0|22670|DEN|Destination
2014|6|22566|983.0|23549|DEN|Destination
2014|7|23914|971.0|24885|DEN|Destination
2014|8|23424|889.0|24313|DEN|Destination
2014|9|22095|832.0|22927|DEN|Destination
2014|10|22559|860.0|23419|DEN|Destination
2014|11|20055|846.0|20901|DEN|Destination
2014|12|20932|989.0|21921|DEN|Destination
2014|TOTAL|257410|11613.0|269023|DEN|Destination
2015|1|19448|977.0|20425|DEN|Destination
2015|2|17633|898.0|18531|DEN|Destination
2015|3|21469|931.0|22400|DEN|Destination
2015|4|20071|837.0|20908|DEN|Destination
2015|5|20711|795.0|21506|DEN|Destination
2015|6|21269|758.0|22027|DEN|Destination
2015|7|22158|771.0|22929|DEN|Destination
2015|8|22105|756.0|22861|DEN|Destination
2015|9|20443|647.0|21090|DEN|Destination
2015|10|21384|709.0|22093|DEN|Destination
2015|11|19987|769.0|20756|DEN|Destination
2015|12|20720|803.0|21523|DEN|Destination
2015|TOTAL|247398|9651.0|257049|DEN|Destination
2016|1|20244|884.0|21128|DEN|Destination
2016|2|18936|788.0|19724|DEN|Destination
2016|3|21260|879.0|22139|DEN|Destination
2016|4|20055|724.0|20779|DEN|Destination
2016|5|21578|786.0|22364|DEN|Destination
2016|6|22119|816.0|22935|DEN|Destination
2016|7|23689|835.0|24524|DEN|Destination
2016|8|23832|793.0|24625|DEN|Destination
2016|9|22316|693.0|23009|DEN|Destination
2016|10|22740|732.0|23472|DEN|Destination
2016|11|20813|725.0|21538|DEN|Destination
2016|12|21403|860.0|22263|DEN|Destination
2016|TOTAL|258985|9515.0|268500|DEN|Destination
2017|1|20638|841.0|21479|DEN|Destination
2017|2|18951|765.0|19716|DEN|Destination
2017|3|22546|930.0|23476|DEN|Destination
2017|4|21106|850.0|21956|DEN|Destination
2017|5|22525|885.0|23410|DEN|Destination
2017|6|23213|956.0|24169|DEN|Destination
2017|7|24153|970.0|25123|DEN|Destination
2017|8|24313|922.0|25235|DEN|Destination
2017|9|21639|795.0|22434|DEN|Destination
2017|10|22077|795.0|22872|DEN|Destination
2017|11|20532|891.0|21423|DEN|Destination
2017|12|21131|1038.0|22169|DEN|Destination
2017|TOTAL|262824|10638.0|273462|DEN|Destination
2018|1|20937|1004.0|21941|DEN|Destination
2018|2|18844|866.0|19710|DEN|Destination
2018|3|22038|1076.0|23114|DEN|Destination
2018|4|21739|987.0|22726|DEN|Destination
2018|5|22829|991.0|23820|DEN|Destination
2018|6|24073|1128.0|25201|DEN|Destination
2018|7|24828|1125.0|25953|DEN|Destination
2018|8|24862|1069.0|25931|DEN|Destination
2018|9|22847|932.0|23779|DEN|Destination
2018|10|23890|875.0|24765|DEN|Destination
2018|11|22004|896.0|22900|DEN|Destination
2018|12|22336|1015.0|23351|DEN|Destination
2018|TOTAL|271227|11964.0|283191|DEN|Destination
2019|1|21817|1030.0|22847|DEN|Destination
2019|2|19720|886.0|20606|DEN|Destination
2019|3|22560|1031.0|23591|DEN|Destination
2019|4|22449|1042.0|23491|DEN|Destination
2019|5|24461|1042.0|25503|DEN|Destination
2019|6|25438|1095.0|26533|DEN|Destination
2019|7|27005|1157.0|28162|DEN|Destination
2019|8|26708|1084.0|27792|DEN|Destination
2019|9|25265|857.0|26122|DEN|Destination
2019|10|25624|912.0|26536|DEN|Destination
2019|11|23057|913.0|23970|DEN|Destination
2019|12|24296|1038.0|25334|DEN|Destination
2019|TOTAL|288400|12087.0|300487|DEN|Destination
2020|1|23186|1060.0|24246|DEN|Destination
2020|2|21773|1011.0|22784|DEN|Destination
2020|3|20603|832.0|21435|DEN|Destination
2020|4|8252|1.0|8253|DEN|Destination
2020|5|8715||8715|DEN|Destination
2020|6|11175|5.0|11180|DEN|Destination
2020|7|15804|118.0|15922|DEN|Destination
2020|8|18643|167.0|18810|DEN|Destination
2020|9|16375|172.0|16547|DEN|Destination
2020|10|18321|222.0|18543|DEN|Destination
2020|11|18310|374.0|18684|DEN|Destination
2020|12|18424|467.0|18891|DEN|Destination
2020|TOTAL|199581|4429.0|204010|DEN|Destination
2021|1|17470|503.0|17973|DEN|Destination
2021|2|15624|392.0|16016|DEN|Destination
2021|3|19341|482.0|19823|DEN|Destination
2021|4|20509|524.0|21033|DEN|Destination
2021|5|22239|598.0|22837|DEN|Destination
2021|6|24454|685.0|25139|DEN|Destination
2021|7|26320|803.0|27123|DEN|Destination
2021|8|26612|824.0|27436|DEN|Destination
2021|9|25211|696.0|25907|DEN|Destination
2021|10|24156|743.0|24899|DEN|Destination
2021|11|22974|836.0|23810|DEN|Destination
2021|12|22569|932.0|23501|DEN|Destination
2021|TOTAL|267479|8018.0|275497|DEN|Destination
2022|1|20476|920.0|21396|DEN|Destination
2022|2|19881|807.0|20688|DEN|Destination
2022|3|22367|960.0|23327|DEN|Destination
2022|4|21714|949.0|22663|DEN|Destination
2022|5|23224|933.0|24157|DEN|Destination
2022|6|24176|1099.0|25275|DEN|Destination
2022|7|25058|1156.0|26214|DEN|Destination
2022|8|25091|1105.0|26196|DEN|Destination
2022|9|24644|956.0|25600|DEN|Destination
2022|10|25039|925.0|25964|DEN|Destination
2022|11|23368|942.0|24310|DEN|Destination
2022|12|22459|1070.0|23529|DEN|Destination
2022|TOTAL|277497|11822.0|289319|DEN|Destination
2023|1|22862|1052.0|23914|DEN|Destination
2023|2|21341|913.0|22254|DEN|Destination
2023|3|24819|1156.0|25975|DEN|Destination
2023|4|23824|1162.0|24986|DEN|Destination
2023|5|25174|1096.0|26270|DEN|Destination
2023|TOTAL|118020|5379.0|123399|DEN|Destination
2002|10|29537|1600|31137|DFW|Origin
2002|11|27705|1514|29219|DFW|Origin
2002|12|28455|1578|30033|DFW|Origin
2002|TOTAL|327700|18485|346185|DFW|Origin
2003|1|28625|1580|30205|DFW|Origin
2003|2|24807|1367|26174|DFW|Origin
2003|3|28753|1572|30325|DFW|Origin
2003|4|27835|1395|29230|DFW|Origin
2003|5|28738|1401|30139|DFW|Origin
2003|6|28260|1507|29767|DFW|Origin
2003|7|29103|1601|30704|DFW|Origin
2003|8|29092|1642|30734|DFW|Origin
2003|9|28011|1404|29415|DFW|Origin
2003|10|29646|1450|31096|DFW|Origin
2003|11|29039|1532|30571|DFW|Origin
2003|12|30608|1642|32250|DFW|Origin
2003|TOTAL|342517|18093|360610|DFW|Origin
2004|1|30351|1677|32028|DFW|Origin
2004|2|28326|1610|29936|DFW|Origin
2004|3|30985|1742|32727|DFW|Origin
2004|4|29981|1685|31666|DFW|Origin
2004|5|30695|1709|32404|DFW|Origin
2004|6|29807|1781|31588|DFW|Origin
2004|7|30722|1923|32645|DFW|Origin
2004|8|30933|1926|32859|DFW|Origin
2004|9|29086|1595|30681|DFW|Origin
2004|10|30423|1603|32026|DFW|Origin
2004|11|28652|1673|30325|DFW|Origin
2004|12|28382|1809|30191|DFW|Origin
2004|TOTAL|358343|20733|379076|DFW|Origin
2005|1|27441|1903|29344|DFW|Origin
2005|2|22778|1765|24543|DFW|Origin
2005|3|25814|1981|27795|DFW|Origin
2005|4|25209|1893|27102|DFW|Origin
2005|5|26658|1972|28630|DFW|Origin
2005|6|26531|2039|28570|DFW|Origin
2005|7|27460|2176|29636|DFW|Origin
2005|8|27412|2079|29491|DFW|Origin
2005|9|25535|1830|27365|DFW|Origin
2005|10|25975|1848|27823|DFW|Origin
2005|11|25342|1795|27137|DFW|Origin
2005|12|25661|1921|27582|DFW|Origin
2005|TOTAL|311816|23202|335018|DFW|Origin
2006|1|25651|1935|27586|DFW|Origin
2006|2|22802|1750|24552|DFW|Origin
2006|3|25377|1961|27338|DFW|Origin
2006|4|25138|1910|27048|DFW|Origin
2006|5|26293|1961|28254|DFW|Origin
2006|6|25719|1921|27640|DFW|Origin
2006|7|26380|2073|28453|DFW|Origin
2006|8|26528|2034|28562|DFW|Origin
2006|9|24912|1854|26766|DFW|Origin
2006|10|26182|1863|28045|DFW|Origin
2006|11|24440|1792|26232|DFW|Origin
2006|12|25328|1991|27319|DFW|Origin
