Year|Month|DOMESTIC|INTERNATIONAL|TOTAL|airport|direction
2015|5|4668|35.0|4703|MCI|Origin
2015|6|4650|38.0|4688|MCI|Origin
2015|7|4804|40.0|4844|MCI|Origin
2015|8|4655|34.0|4689|MCI|Origin
2015|9|4317|30.0|4347|MCI|Origin
2015|10|4493|32.0|4525|MCI|Origin
2015|11|4420|32.0|4452|MCI|Origin
2015|12|4349|32.0|4381|MCI|Origin
2015|TOTAL|53355|472.0|53827|MCI|Origin
2016|1|4153|29.0|4182|MCI|Origin
2016|2|3904|29.0|3933|MCI|Origin
2016|3|4543|32.0|4575|MCI|Origin
2016|4|4443|35.0|4478|MCI|Origin
2016|5|4740|45.0|4785|MCI|Origin
2016|6|4822|69.0|4891|MCI|Origin
2016|7|4914|73.0|4987|MCI|Origin
2016|8|4838|68.0|4906|MCI|Origin
2016|9|4534|59.0|4593|MCI|Origin
2016|10|4707|58.0|4765|MCI|Origin
2016|11|4537|51.0|4588|MCI|Origin
2016|12|4549|42.0|4591|MCI|Origin
2016|TOTAL|54684|590.0|55274|MCI|Origin
2017|1|4324|55.0|4379|MCI|Origin
2017|2|3971|49.0|4020|MCI|Origin
2017|3|4758|56.0|4814|MCI|Origin
2017|4|4554|54.0|4608|MCI|Origin
2017|5|4867|37.0|4904|MCI|Origin
2017|6|4906|41.0|4947|MCI|Origin
2017|7|4953|46.0|4999|MCI|Origin
2017|8|4877|40.0|4917|MCI|Origin
2017|9|4401|30.0|4431|MCI|Origin
2017|10|4713|36.0|4749|MCI|Origin
2017|11|4411|56.0|4467|MCI|Origin
2017|12|4425|74.0|4499|MCI|Origin
2017|TOTAL|55160|574.0|55734|MCI|Origin
2018|1|4477|83.0|4560|MCI|Origin
2018|2|4011|78.0|4089|MCI|Origin
2018|3|4834|90.0|4924|MCI|Origin
2018|4|4686|66.0|4752|MCI|Origin
2018|5|4923|42.0|4965|MCI|Origin
2018|6|4992|53.0|5045|MCI|Origin
2018|7|5073|51.0|5124|MCI|Origin
2018|8|5077|49.0|5126|MCI|Origin
2018|9|4627|43.0|4670|MCI|Origin
2018|10|5000|32.0|5032|MCI|Origin
2018|11|4485|34.0|4519|MCI|Origin
2018|12|4665|42.0|4707|MCI|Origin
2018|TOTAL|56850|663.0|57513|MCI|Origin
2019|1|4391|48.0|4439|MCI|Origin
2019|2|3972|41.0|4013|MCI|Origin
2019|3|4756|49.0|4805|MCI|Origin
2019|4|4569|46.0|4615|MCI|Origin
2019|5|4763|40.0|4803|MCI|Origin
2019|6|4760|52.0|4812|MCI|Origin
2019|7|4890|53.0|4943|MCI|Origin
2019|8|4845|79.0|4924|MCI|Origin
2019|9|4594|39.0|4633|MCI|Origin
2019|10|4794|31.0|4825|MCI|Origin
2019|11|4321|29.0|4350|MCI|Origin
2019|12|4385|9.0|4394|MCI|Origin
2019|TOTAL|55040|516.0|55556|MCI|Origin
2020|1|4158|17.0|4175|MCI|Origin
2020|2|4012|17.0|4029|MCI|Origin
2020|3|3925|13.0|3938|MCI|Origin
2020|4|1426||1426|MCI|Origin
2020|5|1367||1367|MCI|Origin
2020|6|1792||1792|MCI|Origin
2020|7|2504||2504|MCI|Origin
2020|8|2661||2661|MCI|Origin
2020|9|2129||2129|MCI|Origin
2020|10|2212|1.0|2213|MCI|Origin
2020|11|2364||2364|MCI|Origin
2020|12|2236|2.0|2238|MCI|Origin
2020|TOTAL|30786|50.0|30836|MCI|Origin
2021|1|2112|5.0|2117|MCI|Origin
2021|2|1827|13.0|1840|MCI|Origin
2021|3|2616|17.0|2633|MCI|Origin
2021|4|2645|5.0|2650|MCI|Origin
2021|5|3018|3.0|3021|MCI|Origin
2021|6|3506|8.0|3514|MCI|Origin
2021|7|3737|8.0|3745|MCI|Origin
2021|8|3690|4.0|3694|MCI|Origin
2021|9|3533||3533|MCI|Origin
2021|10|3667||3667|MCI|Origin
2021|11|3625|12.0|3637|MCI|Origin
2021|12|3470|15.0|3485|MCI|Origin
2021|TOTAL|37446|90.0|37536|MCI|Origin
2022|1|3243|23.0|3266|MCI|Origin
2022|2|3060|19.0|3079|MCI|Origin
2022|3|3547|22.0|3569|MCI|Origin
2022|4|3485|17.0|3502|MCI|Origin
2022|5|3770|7.0|3777|MCI|Origin
2022|6|3822|35.0|3857|MCI|Origin
2022|7|3896|35.0|3931|MCI|Origin
2022|8|3909|35.0|3944|MCI|Origin
2022|9|3818|34.0|3852|MCI|Origin
2022|10|3986|28.0|4014|MCI|Origin
2022|11|3746|17.0|3763|MCI|Origin
2022|12|3461|28.0|3489|MCI|Origin
2022|TOTAL|43743|300.0|44043|MCI|Origin
2023|1|3675|30.0|3705|MCI|Origin
2023|2|3440|27.0|3467|MCI|Origin
2023|3|4039|30.0|4069|MCI|Origin
2023|4|3952|28.0|3980|MCI|Origin
2023|5|4171|25.0|4196|MCI|Origin
2023|TOTAL|19277|140.0|19417|MCI|Origin
2002|10|6892|50.0|6942|MCI|Destination
2002|11|6362|46.0|6408|MCI|Destination
2002|12|6505|42.0|6547|MCI|Destination
2002|TOTAL|76003|588.0|76591|MCI|Destination
2003|1|6338|49.0|6387|MCI|Destination
2003|2|5685|41.0|5726|MCI|Destination
2003|3|6386|47.0|6433|MCI|Destination
2003|4|6038|39.0|6077|MCI|Destination
2003|5|6180||6180|MCI|Destination
2003|6|5971|53.0|6024|MCI|Destination
2003|7|6155|1.0|6156|MCI|Destination
2003|8|6045||6045|MCI|Destination
2003|9|5817|50.0|5867|MCI|Destination
2003|10|6211|57.0|6268|MCI|Destination
2003|11|5705|51.0|5756|MCI|Destination
2003|12|5966|49.0|6015|MCI|Destination
2003|TOTAL|72497|437.0|72934|MCI|Destination
2004|1|5828|48.0|5876|MCI|Destination
2004|2|5564|40.0|5604|MCI|Destination
2004|3|5969|27.0|5996|MCI|Destination
2004|4|5858|28.0|5886|MCI|Destination
2004|5|6128|32.0|6160|MCI|Destination
2004|6|6125|32.0|6157|MCI|Destination
2004|7|6353|36.0|6389|MCI|Destination
2004|8|6413|34.0|6447|MCI|Destination
2004|9|6010|34.0|6044|MCI|Destination
2004|10|6165|36.0|6201|MCI|Destination
2004|11|5627|41.0|5668|MCI|Destination
2004|12|5825|43.0|5868|MCI|Destination
2004|TOTAL|71865|431.0|72296|MCI|Destination
2005|1|5630|43.0|5673|MCI|Destination
2005|2|5254|40.0|5294|MCI|Destination
2005|3|5958|43.0|6001|MCI|Destination
2005|4|5720|43.0|5763|MCI|Destination
2005|5|6247|43.0|6290|MCI|Destination
2005|6|6117|43.0|6160|MCI|Destination
2005|7|6253|42.0|6295|MCI|Destination
2005|8|6385|40.0|6425|MCI|Destination
2005|9|5916|38.0|5954|MCI|Destination
2005|10|6067|37.0|6104|MCI|Destination
2005|11|5769|31.0|5800|MCI|Destination
2005|12|6004|47.0|6051|MCI|Destination
2005|TOTAL|71320|490.0|71810|MCI|Destination
2006|1|6045|57.0|6102|MCI|Destination
2006|2|5592|52.0|5644|MCI|Destination
2006|3|6235|58.0|6293|MCI|Destination
2006|4|5933|58.0|5991|MCI|Destination
2006|5|6240|58.0|6298|MCI|Destination
2006|6|6199|53.0|6252|MCI|Destination
2006|7|6335|57.0|6392|MCI|Destination
2006|8|6557|44.0|6601|MCI|Destination
2006|9|6064|39.0|6103|MCI|Destination
2006|10|6384|39.0|6423|MCI|Destination
2006|11|6202|44.0|6246|MCI|Destination
2006|12|6414|62.0|6476|MCI|Destination
2006|TOTAL|74200|621.0|74821|MCI|Destination
2007|1|6420|62.0|6482|MCI|Destination
2007|2|5922|59.0|5981|MCI|Destination
2007|3|6705|67.0|6772|MCI|Destination
2007|4|6688|53.0|6741|MCI|Destination
2007|5|7477|44.0|7521|MCI|Destination
2007|6|7431|42.0|7473|MCI|Destination
2007|7|7922|37.0|7959|MCI|Destination
2007|8|7992|35.0|8027|MCI|Destination
2007|9|7541|35.0|7576|MCI|Destination
2007|10|8005|35.0|8040|MCI|Destination
2007|11|7584|41.0|7625|MCI|Destination
2007|12|7429|57.0|7486|MCI|Destination
2007|TOTAL|87116|567.0|87683|MCI|Destination
2008|1|7485|67.0|7552|MCI|Destination
2008|2|6875|57.0|6932|MCI|Destination
2008|3|7539|71.0|7610|MCI|Destination
2008|4|7195|48.0|7243|MCI|Destination
2008|5|7212|44.0|7256|MCI|Destination
2008|6|7046|42.0|7088|MCI|Destination
2008|7|6720|45.0|6765|MCI|Destination
2008|8|6399|41.0|6440|MCI|Destination
2008|9|5620|30.0|5650|MCI|Destination
2008|10|5783|35.0|5818|MCI|Destination
2008|11|5504|40.0|5544|MCI|Destination
2008|12|5633|48.0|5681|MCI|Destination
2008|TOTAL|79011|568.0|79579|MCI|Destination
2009|1|5505|46.0|5551|MCI|Destination
2009|2|5082|40.0|5122|MCI|Destination
2009|3|5703|44.0|5747|MCI|Destination
2009|4|5741|41.0|5782|MCI|Destination
2009|5|5898|4.0|5902|MCI|Destination
2009|6|5998|28.0|6026|MCI|Destination
2009|7|6152|27.0|6179|MCI|Destination
2009|8|5905|26.0|5931|MCI|Destination
2009|9|5435|26.0|5461|MCI|Destination
2009|10|5664|34.0|5698|MCI|Destination
2009|11|5485|38.0|5523|MCI|Destination
2009|12|5439|39.0|5478|MCI|Destination
2009|TOTAL|68007|393.0|68400|MCI|Destination
2010|1|5167|45.0|5212|MCI|Destination
2010|2|4697|39.0|4736|MCI|Destination
2010|3|5552|44.0|5596|MCI|Destination
2010|4|5343|39.0|5382|MCI|Destination
2010|5|5603|33.0|5636|MCI|Destination
2010|6|5688|30.0|5718|MCI|Destination
2010|7|5783|29.0|5812|MCI|Destination
2010|8|5813|31.0|5844|MCI|Destination
2010|9|5416|28.0|5444|MCI|Destination
2010|10|5602|36.0|5638|MCI|Destination
2010|11|5436|40.0|5476|MCI|Destination
2010|12|5458|45.0|5503|MCI|Destination
2010|TOTAL|65558|439.0|65997|MCI|Destination
2011|1|5040|54.0|5094|MCI|Destination
2011|2|4482|44.0|4526|MCI|Destination
2011|3|5508|50.0|5558|MCI|Destination
2011|4|5246|45.0|5291|MCI|Destination
2011|5|5530|36.0|5566|MCI|Destination
2011|6|5778|34.0|5812|MCI|Destination
2011|7|5929|36.0|5965|MCI|Destination
2011|8|5801|34.0|5835|MCI|Destination
2011|9|5284|30.0|5314|MCI|Destination
2011|10|5446|36.0|5482|MCI|Destination
2011|11|5223|41.0|5264|MCI|Destination
2011|12|5314|48.0|5362|MCI|Destination
2011|TOTAL|64581|488.0|65069|MCI|Destination
2012|1|5133|52.0|5185|MCI|Destination
2012|2|4799|50.0|4849|MCI|Destination
2012|3|5420|54.0|5474|MCI|Destination
2012|4|5169|50.0|5219|MCI|Destination
2012|5|5244|34.0|5278|MCI|Destination
2012|6|5200|36.0|5236|MCI|Destination
2012|7|5320|35.0|5355|MCI|Destination
2012|8|5268|33.0|5301|MCI|Destination
2012|9|4772|30.0|4802|MCI|Destination
2012|10|5047|34.0|5081|MCI|Destination
2012|11|4861|39.0|4900|MCI|Destination
2012|12|4762|44.0|4806|MCI|Destination
2012|TOTAL|60995|491.0|61486|MCI|Destination
2013|1|4715|47.0|4762|MCI|Destination
2013|2|4033|43.0|4076|MCI|Destination
2013|3|5017|56.0|5073|MCI|Destination
2013|4|4989|47.0|5036|MCI|Destination
2013|5|5288|34.0|5322|MCI|Destination
2013|6|5213|34.0|5247|MCI|Destination
2013|7|5338|35.0|5373|MCI|Destination
2013|8|5158|33.0|5191|MCI|Destination
2013|9|4833|30.0|4863|MCI|Destination
2013|10|5098|34.0|5132|MCI|Destination
2013|11|4736|38.0|4774|MCI|Destination
2013|12|4756|46.0|4802|MCI|Destination
2013|TOTAL|59174|477.0|59651|MCI|Destination
2014|1|4416|48.0|4464|MCI|Destination
2014|2|3975|46.0|4021|MCI|Destination
2014|3|4792|56.0|4848|MCI|Destination
2014|4|4747|49.0|4796|MCI|Destination
2014|5|4881|36.0|4917|MCI|Destination
2014|6|5050|35.0|5085|MCI|Destination
2014|7|5220|36.0|5256|MCI|Destination
2014|8|5062|33.0|5095|MCI|Destination
2014|9|4733|29.0|4762|MCI|Destination
2014|10|4942|33.0|4975|MCI|Destination
2014|11|4540|33.0|4573|MCI|Destination
2014|12|4586|40.0|4626|MCI|Destination
2014|TOTAL|56944|474.0|57418|MCI|Destination
2015|1|4241|55.0|4296|MCI|Destination
2015|2|3716|46.0|3762|MCI|Destination
2015|3|4538|52.0|4590|MCI|Destination
2015|4|4537|49.0|4586|MCI|Destination
2015|5|4660|36.0|4696|MCI|Destination
2015|6|4656|40.0|4696|MCI|Destination
2015|7|4820|40.0|4860|MCI|Destination
2015|8|4646|34.0|4680|MCI|Destination
2015|9|4316|30.0|4346|MCI|Destination
2015|10|4496|32.0|4528|MCI|Destination
2015|11|4425|31.0|4456|MCI|Destination
2015|12|4348|30.0|4378|MCI|Destination
2015|TOTAL|53399|475.0|53874|MCI|Destination
2016|1|4176|29.0|4205|MCI|Destination
2016|2|3909|29.0|3938|MCI|Destination
2016|3|4547|32.0|4579|MCI|Destination
2016|4|4456|36.0|4492|MCI|Destination
2016|5|4753|45.0|4798|MCI|Destination
2016|6|4853|69.0|4922|MCI|Destination
2016|7|4905|72.0|4977|MCI|Destination
2016|8|4851|67.0|4918|MCI|Destination
2016|9|4533|60.0|4593|MCI|Destination
2016|10|4715|58.0|4773|MCI|Destination
2016|11|4543|52.0|4595|MCI|Destination
2016|12|4554|42.0|4596|MCI|Destination
2016|TOTAL|54795|591.0|55386|MCI|Destination
2017|1|4334|55.0|4389|MCI|Destination
2017|2|3975|50.0|4025|MCI|Destination
2017|3|4768|57.0|4825|MCI|Destination
2017|4|4557|54.0|4611|MCI|Destination
2017|5|4878|37.0|4915|MCI|Destination
2017|6|4898|42.0|4940|MCI|Destination
2017|7|4963|46.0|5009|MCI|Destination
2017|8|4881|41.0|4922|MCI|Destination
2017|9|4405|30.0|4435|MCI|Destination
2017|10|4718|36.0|4754|MCI|Destination
2017|11|4411|56.0|4467|MCI|Destination
2017|12|4428|74.0|4502|MCI|Destination
2017|TOTAL|55216|578.0|55794|MCI|Destination
2018|1|4483|83.0|4566|MCI|Destination
2018|2|4012|78.0|4090|MCI|Destination
2018|3|4837|90.0|4927|MCI|Destination
2018|4|4688|66.0|4754|MCI|Destination
2018|5|4922|42.0|4964|MCI|Destination
2018|6|4995|52.0|5047|MCI|Destination
2018|7|5071|54.0|5125|MCI|Destination
2018|8|5072|49.0|5121|MCI|Destination
2018|9|4635|43.0|4678|MCI|Destination
2018|10|4998|31.0|5029|MCI|Destination
2018|11|4483|34.0|4517|MCI|Destination
2018|12|4667|42.0|4709|MCI|Destination
2018|TOTAL|56863|664.0|57527|MCI|Destination
2019|1|4405|48.0|4453|MCI|Destination
2019|2|3963|41.0|4004|MCI|Destination
2019|3|4754|49.0|4803|MCI|Destination
2019|4|4569|47.0|4616|MCI|Destination
2019|5|4772|39.0|4811|MCI|Destination
2019|6|4772|52.0|4824|MCI|Destination
2019|7|4888|53.0|4941|MCI|Destination
2019|8|4847|80.0|4927|MCI|Destination
2019|9|4612|39.0|4651|MCI|Destination
2019|10|4798|31.0|4829|MCI|Destination
2019|11|4320|29.0|4349|MCI|Destination
2019|12|4375|8.0|4383|MCI|Destination
2019|TOTAL|55075|516.0|55591|MCI|Destination
2020|1|4169|17.0|4186|MCI|Destination
2020|2|4013|17.0|4030|MCI|Destination
2020|3|3921|13.0|3934|MCI|Destination
2020|4|1411||1411|MCI|Destination
2020|5|1370||1370|MCI|Destination
2020|6|1798||1798|MCI|Destination
2020|7|2505||2505|MCI|Destination
2020|8|2664||2664|MCI|Destination
2020|9|2127||2127|MCI|Destination
2020|10|2215||2215|MCI|Destination
2020|11|2368||2368|MCI|Destination
2020|12|2230|2.0|2232|MCI|Destination
2020|TOTAL|30791|49.0|30840|MCI|Destination
2021|1|2118|5.0|2123|MCI|Destination
2021|2|1830|13.0|1843|MCI|Destination
2021|3|2618|17.0|2635|MCI|Destination
2021|4|2645|5.0|2650|MCI|Destination
2021|5|3021|3.0|3024|MCI|Destination
2021|6|3511|8.0|3519|MCI|Destination
2021|7|3738|9.0|3747|MCI|Destination
2021|8|3701|4.0|3705|MCI|Destination
2021|9|3528||3528|MCI|Destination
2021|10|3673||3673|MCI|Destination
2021|11|3632|12.0|3644|MCI|Destination
2021|12|3451|17.0|3468|MCI|Destination
2021|TOTAL|37466|93.0|37559|MCI|Destination
2022|1|3273|23.0|3296|MCI|Destination
2022|2|3065|20.0|3085|MCI|Destination
2022|3|3549|21.0|3570|MCI|Destination
2022|4|3489|19.0|3508|MCI|Destination
2022|5|3768|7.0|3775|MCI|Destination
2022|6|3820|36.0|3856|MCI|Destination
2022|7|3902|36.0|3938|MCI|Destination
2022|8|3920|35.0|3955|MCI|Destination
2022|9|3824|35.0|3859|MCI|Destination
2022|10|3989|28.0|4017|MCI|Destination
2022|11|3743|17.0|3760|MCI|Destination
2022|12|3478|27.0|3505|MCI|Destination
2022|TOTAL|43820|304.0|44124|MCI|Destination
2023|1|3680|32.0|3712|MCI|Destination
2023|2|3441|28.0|3469|MCI|Destination
2023|3|4034|33.0|4067|MCI|Destination
2023|4|3959|28.0|3987|MCI|Destination
2023|5|4173|26.0|4199|MCI|Destination
2023|TOTAL|19287|147.0|19434|MCI|Destination
2002|10|5670|1068|6738|FLL|Origin
2002|11|5758|1306|7064|FLL|Origin
2002|12|6252|1283|7535|FLL|Origin
2002|TOTAL|68508|7225|75733|FLL|Origin
2003|1|6403|1377|7780|FLL|Origin
2003|2|5996|1316|7312|FLL|Origin
2003|3|6933|1545|8478|FLL|Origin
2003|4|6551|1371|7922|FLL|Origin
2003|5|5978|1242|7220|FLL|Origin
2003|6|5629|1313|6942|FLL|Origin
2003|7|6007|1365|7372|FLL|Origin
2003|8|5972|1403|7375|FLL|Origin
2003|9|5670|1030|6700|FLL|Origin
2003|10|6278|1093|7371|FLL|Origin
2003|11|6439|1450|7889|FLL|Origin
2003|12|6915|1671|8586|FLL|Origin
2003|TOTAL|74771|16176|90947|FLL|Origin
2004|1|6937|1648|8585|FLL|Origin
2004|2|7041|1599|8640|FLL|Origin
2004|3|7716|1719|9435|FLL|Origin
2004|4|7416|1650|9066|FLL|Origin
2004|5|6745|1576|8321|FLL|Origin
2004|6|6410|1490|7900|FLL|Origin
2004|7|6580|1813|8393|FLL|Origin
2004|8|6554|1747|8301|FLL|Origin
2004|9|5148|765|5913|FLL|Origin
2004|10|7071|1184|8255|FLL|Origin
2004|11|7218|1374|8592|FLL|Origin
2004|12|8423|1600|10023|FLL|Origin
2004|TOTAL|83259|18165|101424|FLL|Origin
2005|1|8441|1641|10082|FLL|Origin
2005|2|8363|1596|9959|FLL|Origin
2005|3|9310|2043|11353|FLL|Origin
2005|4|8643|1908|10551|FLL|Origin
2005|5|8178|1954|10132|FLL|Origin
2005|6|7692|1807|9499|FLL|Origin
2005|7|8080|2079|10159|FLL|Origin
2005|8|7821|1769|9590|FLL|Origin
2005|9|6796|1390|8186|FLL|Origin
2005|10|6578|1338|7916|FLL|Origin
2005|11|7964|1674|9638|FLL|Origin
2005|12|8042|1877|9919|FLL|Origin
2005|TOTAL|95908|21076|116984|FLL|Origin
2006|1|7845|1847|9692|FLL|Origin
2006|2|7249|1689|8938|FLL|Origin
2006|3|8521|1926|10447|FLL|Origin
2006|4|8085|1865|9950|FLL|Origin
2006|5|7070|1735|8805|FLL|Origin
2006|6|6680|1811|8491|FLL|Origin
2006|7|6847|1897|8744|FLL|Origin
2006|8|6622|1650|8272|FLL|Origin
2006|9|6019|1295|7314|FLL|Origin
2006|10|6446|1368|7814|FLL|Origin
2006|11|6764|1511|8275|FLL|Origin
2006|12|7504|1858|9362|FLL|Origin
2006|TOTAL|85652|20452|106104|FLL|Origin
2007|1|7654|1841|9495|FLL|Origin
2007|2|7216|1814|9030|FLL|Origin
2007|3|8462|2137|10599|FLL|Origin
2007|4|8014|1927|9941|FLL|Origin
2007|5|7289|1843|9132|FLL|Origin
2007|6|7027|1961|8988|FLL|Origin
2007|7|7221|2079|9300|FLL|Origin
2007|8|7103|1978|9081|FLL|Origin
2007|9|6318|1555|7873|FLL|Origin
2007|10|6784|1532|8316|FLL|Origin
2007|11|7387|1690|9077|FLL|Origin
2007|12|7972|2125|10097|FLL|Origin
2007|TOTAL|88447|22482|110929|FLL|Origin
2008|1|7939|2127|10066|FLL|Origin
2008|2|7866|2204|10070|FLL|Origin
2008|3|8858|2220|11078|FLL|Origin
2008|4|8112|1997|10109|FLL|Origin
2008|5|7611|2000|9611|FLL|Origin
2008|6|7058|2019|9077|FLL|Origin
2008|7|7159|1993|9152|FLL|Origin
2008|8|6733|1730|8463|FLL|Origin
2008|9|5408|1284|6692|FLL|Origin
2008|10|5844|1342|7186|FLL|Origin
2008|11|6425|1503|7928|FLL|Origin
2008|12|6957|1694|8651|FLL|Origin
2008|TOTAL|85970|22113|108083|FLL|Origin
2009|1|6839|1774|8613|FLL|Origin
2009|2|6321|1638|7959|FLL|Origin
2009|3|7299|1840|9139|FLL|Origin
2009|4|6757|1784|8541|FLL|Origin
2009|5|6377|1702|8079|FLL|Origin
2009|6|6133|1653|7786|FLL|Origin
2009|7|6495|1857|8352|FLL|Origin
2009|8|6385|1826|8211|FLL|Origin
2009|9|5597|1333|6930|FLL|Origin
2009|10|6033|1362|7395|FLL|Origin
2009|11|6525|1576|8101|FLL|Origin
2009|12|7189|1883|9072|FLL|Origin
2009|TOTAL|77950|20228|98178|FLL|Origin
2010|1|7198|1806|9004|FLL|Origin
2010|2|6485|1726|8211|FLL|Origin
2010|3|7601|1820|9421|FLL|Origin
2010|4|6985|1703|8688|FLL|Origin
2010|5|6447|1643|8090|FLL|Origin
2010|6|6077|1647|7724|FLL|Origin
2010|7|6535|1953|8488|FLL|Origin
2010|8|6330|1755|8085|FLL|Origin
2010|9|5606|1372|6978|FLL|Origin
2010|10|5958|1408|7366|FLL|Origin
2010|11|6559|1560|8119|FLL|Origin
2010|12|7162|1889|9051|FLL|Origin
2010|TOTAL|78943|20282|99225|FLL|Origin
2011|1|7131|1854|8985|FLL|Origin
2011|2|6657|1609|8266|FLL|Origin
2011|3|7922|1751|9673|FLL|Origin
2011|4|7453|1661|9114|FLL|Origin
2011|5|6770|1392|8162|FLL|Origin
2011|6|6558|1405|7963|FLL|Origin
2011|7|6787|1756|8543|FLL|Origin
2011|8|6366|1558|7924|FLL|Origin
2011|9|5630|1181|6811|FLL|Origin
2011|10|6024|1192|7216|FLL|Origin
2011|11|6425|1502|7927|FLL|Origin
2011|12|7252|1874|9126|FLL|Origin
2011|TOTAL|80975|18735|99710|FLL|Origin
2012|1|7031|1736|8767|FLL|Origin
2012|2|6851|1619|8470|FLL|Origin
2012|3|7902|1742|9644|FLL|Origin
2012|4|7219|1658|8877|FLL|Origin
2012|5|6645|1630|8275|FLL|Origin
2012|6|6496|1645|8141|FLL|Origin
2012|7|6805|1766|8571|FLL|Origin
2012|8|6519|1657|8176|FLL|Origin
2012|9|5942|1266|7208|FLL|Origin
2012|10|6055|1211|7266|FLL|Origin
2012|11|6753|1469|8222|FLL|Origin
2012|12|7508|1687|9195|FLL|Origin
2012|TOTAL|81726|19086|100812|FLL|Origin
2013|1|7545|1682|9227|FLL|Origin
2013|2|6967|1532|8499|FLL|Origin
2013|3|8193|1781|9974|FLL|Origin
2013|4|7446|1671|9117|FLL|Origin
2013|5|6811|1596|8407|FLL|Origin
2013|6|6441|1419|7860|FLL|Origin
2013|7|6697|1624|8321|FLL|Origin
2013|8|6320|1567|7887|FLL|Origin
2013|9|5246|1144|6390|FLL|Origin
2013|10|5823|1217|7040|FLL|Origin
2013|11|6467|1465|7932|FLL|Origin
2013|12|7221|1828|9049|FLL|Origin
2013|TOTAL|81177|18526|99703|FLL|Origin
2014|1|6921|1809|8730|FLL|Origin
2014|2|6493|1661|8154|FLL|Origin
2014|3|7876|1935|9811|FLL|Origin
2014|4|7137|1796|8933|FLL|Origin
2014|5|6482|1829|8311|FLL|Origin
2014|6|6306|1749|8055|FLL|Origin
2014|7|6463|1913|8376|FLL|Origin
2014|8|6109|1899|8008|FLL|Origin
2014|9|5375|1333|6708|FLL|Origin
2014|10|5924|1488|7412|FLL|Origin
2014|11|6819|1684|8503|FLL|Origin
2014|12|7628|2058|9686|FLL|Origin
2014|TOTAL|79533|21154|100687|FLL|Origin
2015|1|7596|2102|9698|FLL|Origin
2015|2|7015|1904|8919|FLL|Origin
2015|3|8295|2282|10577|FLL|Origin
2015|4|7562|2040|9602|FLL|Origin
2015|5|7081|1909|8990|FLL|Origin
2015|6|6814|1861|8675|FLL|Origin
2015|7|7084|2038|9122|FLL|Origin
2015|8|6693|1964|8657|FLL|Origin
2015|9|5810|1489|7299|FLL|Origin
2015|10|6282|1526|7808|FLL|Origin
2015|11|7165|1739|8904|FLL|Origin
2015|12|8103|2162|10265|FLL|Origin
2015|TOTAL|85500|23016|108516|FLL|Origin
2016|1|7995|2215|10210|FLL|Origin
2016|2|7775|2089|9864|FLL|Origin
2016|3|8651|2403|11054|FLL|Origin
2016|4|7786|2244|10030|FLL|Origin
2016|5|7370|2104|9474|FLL|Origin
2016|6|7105|2146|9251|FLL|Origin
2016|7|7274|2286|9560|FLL|Origin
2016|8|6862|2254|9116|FLL|Origin
2016|9|6112|1937|8049|FLL|Origin
2016|10|6239|1867|8106|FLL|Origin
2016|11|7435|2135|9570|FLL|Origin
2016|12|8338|2675|11013|FLL|Origin
2016|TOTAL|88942|26355|115297|FLL|Origin
2017|1|8231|2737|10968|FLL|Origin
2017|2|7682|2510|10192|FLL|Origin
2017|3|8997|2882|11879|FLL|Origin
2017|4|8424|2735|11159|FLL|Origin
2017|5|7701|2509|10210|FLL|Origin
2017|6|7797|2612|10409|FLL|Origin
2017|7|8233|2810|11043|FLL|Origin
2017|8|7901|2724|10625|FLL|Origin
2017|9|5887|1840|7727|FLL|Origin
2017|10|7343|2224|9567|FLL|Origin
2017|11|7862|2538|10400|FLL|Origin
2017|12|8654|2957|11611|FLL|Origin
2017|TOTAL|94712|31078|125790|FLL|Origin
2018|1|8713|3013|11726|FLL|Origin
2018|2|8206|2837|11043|FLL|Origin
2018|3|9462|3257|12719|FLL|Origin
2018|4|8776|3195|11971|FLL|Origin
2018|5|8522|3048|11570|FLL|Origin
2018|6|8328|3064|11392|FLL|Origin
2018|7|8489|3264|11753|FLL|Origin
2018|8|8070|3202|11272|FLL|Origin
2018|9|7387|2674|10061|FLL|Origin
2018|10|7910|2746|10656|FLL|Origin
2018|11|8271|3020|11291|FLL|Origin
2018|12|8933|3371|12304|FLL|Origin
2018|TOTAL|101067|36691|137758|FLL|Origin
2019|1|8904|3337|12241|FLL|Origin
2019|2|8293|3091|11384|FLL|Origin
2019|3|9689|3588|13277|FLL|Origin
2019|4|8910|3341|12251|FLL|Origin
2019|5|8473|3271|11744|FLL|Origin
2019|6|7890|3202|11092|FLL|Origin
2019|7|7963|3386|11349|FLL|Origin
2019|8|7779|3253|11032|FLL|Origin
2019|9|6778|2249|9027|FLL|Origin
2019|10|7841|2517|10358|FLL|Origin
2019|11|8775|2766|11541|FLL|Origin
2019|12|9576|2975|12551|FLL|Origin
2019|TOTAL|100871|36976|137847|FLL|Origin
2020|1|9646|2791|12437|FLL|Origin
2020|2|9080|2673|11753|FLL|Origin
2020|3|8658|1932|10590|FLL|Origin
2020|4|2244|91|2335|FLL|Origin
2020|5|1681|102|1783|FLL|Origin
2020|6|2834|125|2959|FLL|Origin
2020|7|4805|708|5513|FLL|Origin
2020|8|4038|592|4630|FLL|Origin
2020|9|3303|589|3892|FLL|Origin
2020|10|4359|840|5199|FLL|Origin
2020|11|5482|979|6461|FLL|Origin
